Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Frequently,718.0,Research & Development,0,2.0,Medical,2282,3,Female,59.0,3.0,2.0,Laboratory Technician,4,Single,4009.0,10783.0,1,No,20.0,4.0,4.0,0.0,9,2.0,3,14,8.0,3.0,7.0
29,No,Travel_Rarely,1157.0,Research & Development,8,3.0,Medical,2491,4,Male,92.0,3.0,1.0,Research Scientist,4,Married,4967.0,2612.0,1,No,22.0,4.0,4.0,1.0,3,3.0,2,4,2.0,0.0,4.0
50,Yes,Travel_Frequently,562.0,Sales,8,2.0,Technical Degree,723,2,Male,50.0,3.0,2.0,Sales Executive,3,Married,6796.0,23452.0,3,Yes,14.0,3.0,1.0,1.0,18,4.0,3,4,3.0,1.0,3.0
35,No,Travel_Frequently,638.0,Research & Development,5,4.0,Other,2438,4,Male,48.0,2.0,1.0,Laboratory Technician,4,Married,2373.0,26538.0,1,No,13.0,3.0,2.0,1.0,2,2.0,4,4,2.0,2.0,2.0
22,No,Travel_Rarely,534.0,Research & Development,15,3.0,Medical,144,2,Female,59.0,3.0,1.0,Laboratory Technician,4,Single,2871.0,23785.0,1,No,15.0,3.0,3.0,0.0,1,5.0,3,0,0.0,0.0,0.0
41,No,Travel_Rarely,509.0,Research & Development,7,2.0,Technical Degree,1085,2,Female,43.0,4.0,1.0,Research Scientist,3,Married,3376.0,18863.0,1,No,13.0,3.0,3.0,0.0,10,3.0,3,10,6.0,0.0,8.0
47,No,Non-Travel,543.0,Sales,2,4.0,Marketing,1731,3,Male,87.0,3.0,2.0,Sales Executive,2,Married,4978.0,3536.0,7,No,11.0,3.0,4.0,1.0,4,3.0,1,1,0.0,0.0,0.0
35,No,Travel_Rarely,1011.0,Sales,7,2.0,Life Sciences,2678,2,Female,28.0,3.0,2.0,Sales Executive,1,Divorced,6894.0,19458.0,3,No,18.0,3.0,4.0,1.0,12,3.0,3,10,7.0,1.0,7.0
56,No,Travel_Frequently,906.0,Sales,6,3.0,Life Sciences,532,3,Female,86.0,4.0,4.0,Sales Executive,1,Married,13212.0,18256.0,9,No,11.0,3.0,4.0,3.0,36,0.0,2,7,7.0,7.0,7.0
40,No,Travel_Rarely,630.0,Sales,4,4.0,Marketing,215,3,Male,67.0,2.0,3.0,Sales Executive,4,Married,10855.0,8552.0,7,No,11.0,3.0,1.0,1.0,15,2.0,2,12,11.0,2.0,11.0
55,No,Travel_Rarely,1117.0,Sales,18,5.0,Life Sciences,597,1,Female,83.0,3.0,4.0,Manager,2,Single,16679.875,9873.0,3,No,23.0,4.0,4.0,0.0,37,2.0,3,10,9.0,7.0,7.0
28,No,Travel_Rarely,435.0,Research & Development,19,3.0,Life Sciences,2353,1,Female,76.0,3.0,1.0,Research Scientist,3,Single,2630.0,23909.0,1,No,14.0,3.0,3.0,0.0,8,4.0,2,8,4.0,0.0,4.0
26,No,Travel_Frequently,575.0,Research & Development,1,2.0,Life Sciences,792,1,Female,71.0,1.0,1.0,Laboratory Technician,4,Divorced,4364.0,5288.0,3,No,14.0,3.0,1.0,1.0,5,2.0,3,2,2.0,2.0,0.0
38,No,Travel_Rarely,685.0,Research & Development,24,4.0,Life Sciences,2545,4,Male,85.0,3.0,2.0,Healthcare Representative,4,Divorced,5743.0,18896.0,9,No,14.0,3.0,2.0,1.0,8,2.0,3,0,2.0,1.0,2.0
26,No,Travel_Rarely,474.0,Research & Development,3,3.0,Life Sciences,1581,3,Female,89.0,3.0,1.0,Research Scientist,4,Married,2061.0,11133.0,1,No,21.0,4.0,1.0,0.0,1,5.0,3,1,0.0,0.0,0.0
37,No,Travel_Rarely,783.0,Research & Development,7,4.0,Medical,1885,4,Male,78.0,3.0,2.0,Research Scientist,3,Married,4284.0,13588.0,5,Yes,22.0,4.0,3.0,1.0,16,2.0,3,5,3.0,0.0,4.0
30,Yes,Travel_Rarely,1005.0,Research & Development,3,3.0,Technical Degree,297,4,Female,88.0,3.0,1.0,Research Scientist,3,Single,2657.0,8556.0,5,Yes,11.0,3.0,3.0,0.0,8,5.0,3,5,2.0,0.0,4.0
46,No,Travel_Rarely,1003.0,Research & Development,8,4.0,Life Sciences,1080,4,Female,74.0,2.0,2.0,Research Scientist,3,Divorced,4615.0,21029.0,8,Yes,23.0,4.0,1.0,3.0,19,2.0,3,16,13.0,1.0,7.0
28,No,Non-Travel,1103.0,Research & Development,16,3.0,Medical,1947,3,Male,49.0,3.0,1.0,Research Scientist,3,Single,2144.0,2122.0,1,No,14.0,3.0,3.0,0.0,5,3.0,2,5,3.0,1.0,4.0
31,No,Travel_Rarely,691.0,Research & Development,5,4.0,Technical Degree,423,3,Male,86.0,3.0,1.0,Research Scientist,4,Married,4821.0,10077.0,0,Yes,12.0,3.0,3.0,1.0,6,4.0,3,5,2.0,0.0,3.0
45,No,Travel_Rarely,1329.0,Research & Development,2,2.0,Other,1635,4,Female,59.0,2.0,2.0,Manufacturing Director,4,Divorced,5770.0,5388.0,1,No,19.0,3.0,1.0,2.0,10,3.0,3,10,7.0,3.0,9.0
34,No,Non-Travel,1432.0,Sales,7,4.0,Life Sciences,2176,1,Male,79.0,2.0,3.0,Sales Executive,1,Single,7584.0,14226.0,1,No,13.0,3.0,2.0,0.0,12,1.0,3,9,7.0,0.0,9.0
37,No,Non-Travel,1251.0,Sales,20,2.0,Medical,2397,1,Male,34.0,3.0,3.0,Sales Executive,2,Single,7639.0,4815.0,1,Yes,10.0,3.0,4.0,0.0,7,2.0,3,12,0.0,0.0,9.0
47,No,Travel_Rarely,983.0,Research & Development,2,2.0,Medical,574,1,Female,65.0,3.0,2.0,Manufacturing Director,4,Divorced,5070.0,7389.0,5,No,13.0,3.0,3.0,3.0,20,2.0,3,5,0.0,0.0,4.0
33,No,Travel_Rarely,461.0,Research & Development,13,1.0,Life Sciences,995,2,Female,53.0,3.0,1.0,Research Scientist,4,Single,3452.0,17241.0,2,No,18.0,3.0,1.0,0.0,5,4.0,3,3,2.0,0.0,2.0
36,No,Non-Travel,1419.0,Human Resources,0,4.0,Human Resources,2421,3,Female,34.0,2.0,5.0,Manager,4,Married,16679.875,21924.0,9,No,20.0,4.0,4.0,1.0,31,3.0,3,0,2.0,2.0,2.0
58,No,Travel_Rarely,605.0,Sales,21,3.0,Life Sciences,1938,4,Female,72.0,3.0,4.0,Manager,4,Married,16679.875,11761.0,4,Yes,13.0,3.0,3.0,1.0,10,2.0,2,1,0.0,0.0,0.0
34,No,Travel_Rarely,678.0,Research & Development,19,3.0,Life Sciences,1701,2,Female,35.0,2.0,1.0,Research Scientist,4,Married,2929.0,20338.0,1,No,12.0,3.0,2.0,0.0,10,3.0,3,10,9.0,8.0,7.0
40,No,Travel_Frequently,1186.0,Research & Development,0,3.0,Life Sciences,2318,4,Male,88.0,3.0,2.0,Research Scientist,4,Married,4737.0,9869.0,7,No,12.0,3.0,4.0,2.0,17,4.0,4,14,11.0,2.0,9.0
36,No,Travel_Frequently,688.0,Research & Development,4,2.0,Life Sciences,2025,4,Female,97.0,3.0,2.0,Manufacturing Director,2,Divorced,5131.0,9192.0,7,No,13.0,3.0,2.0,3.0,18,3.0,3,4,2.0,0.0,2.0
58,Yes,Travel_Rarely,286.0,Research & Development,2,4.0,Life Sciences,825,4,Male,31.0,3.0,5.0,Research Director,2,Single,16679.875,25761.0,7,Yes,12.0,3.0,4.0,0.0,40,2.0,3,31,15.0,13.0,8.0
36,No,Non-Travel,1351.0,Research & Development,9,4.0,Life Sciences,1949,1,Male,66.0,4.0,1.0,Laboratory Technician,2,Married,2810.0,9238.0,1,No,22.0,4.0,2.0,0.0,5,3.0,3,5,4.0,0.0,2.0
42,No,Travel_Rarely,929.0,Sales,6,3.0,Life Sciences,2243,3,Male,58.0,2.0,2.0,Sales Executive,2,Divorced,8936.0,12227.0,2,No,11.0,3.0,3.0,1.0,10,5.0,3,5,4.0,0.0,4.0
23,No,Travel_Rarely,885.0,Research & Development,4,3.0,Medical,705,1,Male,58.0,4.0,1.0,Research Scientist,1,Married,2819.0,8544.0,2,No,16.0,3.0,1.0,1.0,5,3.0,4,3,2.0,0.0,2.0
31,No,Travel_Rarely,1154.0,Sales,2,2.0,Life Sciences,1996,1,Male,54.0,3.0,1.0,Sales Representative,3,Married,3067.0,6393.0,0,No,19.0,3.0,3.0,1.0,3,1.0,3,2,2.0,1.0,2.0
59,No,Travel_Rarely,1089.0,Sales,1,2.0,Technical Degree,1048,2,Male,66.0,3.0,3.0,Manager,4,Married,11904.0,11038.0,3,Yes,14.0,3.0,3.0,1.0,14,1.0,1,6,4.0,0.0,4.0
28,No,Travel_Rarely,1158.0,Research & Development,9,3.0,Medical,377,4,Male,94.0,3.0,1.0,Research Scientist,4,Married,2070.0,2613.0,1,No,23.0,4.0,4.0,1.0,5,3.0,2,5,2.0,0.0,4.0
30,No,Travel_Rarely,1240.0,Human Resources,9,3.0,Human Resources,184,3,Male,48.0,3.0,2.0,Human Resources,4,Married,6347.0,13982.0,0,Yes,19.0,3.0,4.0,0.0,12,2.0,1,11,9.0,4.0,7.0
29,No,Travel_Rarely,1378.0,Research & Development,13,2.0,Other,2053,4,Male,46.0,2.0,2.0,Laboratory Technician,2,Married,4025.0,23679.0,4,Yes,13.0,3.0,1.0,1.0,10,2.0,3,4,3.0,0.0,3.0
30,Yes,Travel_Rarely,330.0,Research & Development,26,3.0,Medical,2423,3,Male,54.0,3.0,1.0,Laboratory Technician,2,Married,2406.0,7326.0,1,Yes,15.0,3.0,3.0,3.0,1,3.0,3,0,1.0,0.0,0.0
33,Yes,Travel_Rarely,360.0,Human Resources,15,5.0,Human Resources,2145,4,Male,92.0,4.0,1.0,Human Resources,1,Married,2958.0,21494.0,0,No,19.0,3.0,3.0,0.0,5,4.0,3,4,0.0,0.0,0.0
58,No,Travel_Rarely,1272.0,Research & Development,7,3.0,Technical Degree,940,3,Female,37.0,2.0,3.0,Healthcare Representative,2,Divorced,10552.0,9255.0,2,Yes,13.0,3.0,4.0,1.0,24,3.0,3,6,0.0,0.0,4.0
28,No,Travel_Rarely,1451.0,Research & Development,2,1.0,Life Sciences,1136,1,Male,67.0,2.0,1.0,Research Scientist,2,Married,3201.0,19911.0,0,No,17.0,3.0,1.0,0.0,6,2.0,3,5,3.0,0.0,4.0
54,No,Travel_Rarely,548.0,Research & Development,8,4.0,Life Sciences,578,3,Female,42.0,3.0,2.0,Laboratory Technician,3,Single,3780.0,23428.0,7,No,11.0,3.0,3.0,0.0,19,3.0,3,1,0.0,0.0,0.0
20,Yes,Travel_Rarely,126.0,Research & Development,3,3.0,Technical Degree,2478,1,Male,83.0,3.0,1.0,Laboratory Technician,1,Single,2973.0,13011.0,1,No,21.0,3.0,2.0,0.0,4,2.0,3,1,0.0,0.0,0.0
54,No,Travel_Rarely,1438.0,Sales,6,2.0,Marketing,2184,2,Male,31.0,3.0,2.0,Sales Representative,3,Married,2309.0,16049.0,2,Yes,20.0,4.0,4.0,1.0,15,3.0,1,10,7.0,4.0,5.0
28,Yes,Travel_Frequently,289.0,Research & Development,2,2.0,Medical,1504,3,Male,38.0,2.0,1.0,Laboratory Technician,1,Single,4967.0,5355.0,7,No,11.0,3.0,3.0,0.0,8,2.0,2,0,0.0,0.0,0.0
49,Yes,Travel_Frequently,1475.0,Research & Development,28,2.0,Life Sciences,1420,1,Male,97.0,2.0,2.0,Laboratory Technician,1,Single,4967.0,22710.0,3,No,20.0,4.0,1.0,0.0,20,2.0,3,4,3.0,1.0,3.0
41,No,Travel_Rarely,447.0,Research & Development,5,3.0,Life Sciences,1814,2,Male,85.0,4.0,2.0,Healthcare Representative,2,Single,6870.0,15530.0,2,No,12.0,3.0,1.0,0.0,11,3.0,1,3,2.0,1.0,2.0
40,No,Travel_Rarely,526.0,Research & Development,18,2.0,Life Sciences,2255,1,Male,33.0,3.0,2.0,Manufacturing Director,3,Single,4536.0,13350.0,0,No,12.0,3.0,1.0,0.0,10,6.0,3,9,7.0,1.0,7.0
35,No,Travel_Rarely,1224.0,Sales,7,4.0,Life Sciences,1962,3,Female,55.0,3.0,2.0,Sales Executive,4,Married,5204.0,13586.0,1,Yes,11.0,3.0,4.0,0.0,10,2.0,3,10,8.0,0.0,9.0
55,No,Non-Travel,582.0,Sales,31,4.0,Life Sciences,2379,1,Male,37.0,3.0,1.0,Sales Representative,4,Divorced,4967.0,19788.0,2,No,12.0,3.0,2.0,2.0,19,3.0,2,11,8.0,0.0,0.0
29,No,Travel_Rarely,504.0,Sales,28,5.0,Marketing,2257,3,Male,96.0,3.0,2.0,Sales Executive,4,Divorced,5307.0,25277.0,7,No,22.0,4.0,4.0,1.0,13,2.0,2,5,7.0,7.0,7.0
32,Yes,Travel_Frequently,1446.0,Research & Development,0,5.0,Life Sciences,2579,3,Female,103.0,4.0,3.0,Manufacturing Director,2,Single,7443.0,8928.0,2,No,8.0,3.0,1.0,0.0,8,2.0,3,10,8.0,4.0,7.0
32,No,Travel_Rarely,427.0,Research & Development,1,3.0,Medical,78,1,Male,33.0,3.0,2.0,Manufacturing Director,4,Married,6162.0,10877.0,1,Yes,22.0,4.0,2.0,1.0,9,3.0,3,9,8.0,7.0,8.0
27,No,Travel_Rarely,728.0,Sales,23,1.0,Medical,1864,2,Female,36.0,2.0,2.0,Sales Representative,3,Married,3540.0,7018.0,1,No,21.0,4.0,4.0,1.0,9,5.0,3,9,8.0,5.0,8.0
32,No,Non-Travel,1184.0,Research & Development,1,3.0,Life Sciences,951,3,Female,70.0,2.0,1.0,Laboratory Technician,2,Married,2332.0,3974.0,6,No,20.0,4.0,3.0,0.0,5,3.0,3,3,0.0,0.0,2.0
26,No,Travel_Rarely,1066.0,Research & Development,2,2.0,Medical,1018,4,Male,32.0,4.0,2.0,Manufacturing Director,4,Married,5472.0,3334.0,1,No,12.0,3.0,2.0,0.0,8,2.0,3,8,7.0,1.0,3.0
48,No,Travel_Rarely,431.0,Research & Development,3,4.0,Medical,2432,3,Male,40.0,3.0,5.0,Research Director,4,Divorced,16679.875,21444.0,2,No,15.0,3.0,4.0,2.0,23,0.0,3,0,2.0,2.0,2.0
45,No,Travel_Rarely,319.0,Research & Development,27,3.0,Medical,2246,3,Male,57.0,3.0,3.0,Manufacturing Director,1,Married,7407.0,6951.0,1,Yes,22.0,4.0,4.0,1.0,10,5.0,2,9,9.0,5.0,8.0
37,No,Travel_Rarely,614.0,Research & Development,7,1.0,Medical,2462,4,Male,45.0,2.0,3.0,Healthcare Representative,1,Married,9990.0,21456.0,4,No,16.0,3.0,1.0,1.0,12,5.0,3,4,7.0,1.0,7.0
30,Yes,Travel_Rarely,138.0,Research & Development,22,3.0,Life Sciences,1004,1,Female,48.0,3.0,1.0,Research Scientist,3,Married,2132.0,11539.0,4,Yes,11.0,3.0,2.0,0.0,7,2.0,3,5,2.0,0.0,1.0
21,No,Travel_Rarely,546.0,Research & Development,5,1.0,Medical,1623,3,Male,97.0,3.0,1.0,Research Scientist,4,Single,3117.0,26009.0,1,No,18.0,3.0,3.0,0.0,3,2.0,3,2,2.0,2.0,2.0
27,No,Travel_Rarely,1103.0,Research & Development,14,3.0,Life Sciences,1244,1,Male,42.0,3.0,1.0,Research Scientist,1,Married,2235.0,14377.0,1,Yes,14.0,3.0,4.0,2.0,9,3.0,2,9,7.0,6.0,8.0
30,No,Travel_Rarely,1462.0,Research & Development,25,3.0,Medical,2196,2,Male,65.0,2.0,2.0,Healthcare Representative,4,Married,5585.0,14409.0,0,No,18.0,4.0,2.0,1.0,13,2.0,3,5,0.0,7.0,8.0
38,No,Travel_Frequently,216.0,Research & Development,23,3.0,Life Sciences,12,4,Male,44.0,2.0,3.0,Manufacturing Director,3,Single,9526.0,8787.0,0,No,21.0,4.0,2.0,0.0,10,2.0,3,9,7.0,1.0,8.0
56,No,Non-Travel,143.0,Human Resources,26,3.0,Human Resources,2456,4,Female,31.0,4.0,4.0,Manager,4,Single,16679.875,13869.0,2,Yes,14.0,3.0,3.0,0.0,23,3.0,3,6,3.0,4.0,4.0
34,Yes,Travel_Frequently,878.0,Sales,10,4.0,Other,2555,3,Male,39.0,3.0,2.0,Sales Executive,4,Single,4582.0,10411.0,3,Yes,26.0,4.0,1.0,0.0,10,2.0,4,12,9.0,6.0,7.0
53,Yes,Travel_Rarely,609.0,Research & Development,5,5.0,Technical Degree,2149,3,Female,80.0,2.0,3.0,Manufacturing Director,4,Married,10172.0,14619.0,0,No,16.0,3.0,2.0,1.0,32,4.0,3,34,7.0,1.0,9.0
29,Yes,Travel_Rarely,1356.0,Research & Development,28,3.0,Life Sciences,2516,1,Male,49.0,1.0,1.0,Laboratory Technician,3,Single,2292.0,10555.0,1,No,11.0,3.0,3.0,0.0,4,2.0,2,0,0.0,0.0,1.0
39,No,Travel_Rarely,408.0,Research & Development,2,4.0,Technical Degree,721,4,Female,80.0,2.0,2.0,Healthcare Representative,3,Single,4967.0,20978.0,1,No,11.0,3.0,1.0,0.0,20,4.0,3,20,7.0,11.0,10.0
34,No,Non-Travel,999.0,Research & Development,7,1.0,Technical Degree,1374,1,Female,92.0,2.0,1.0,Research Scientist,3,Divorced,2029.0,15891.0,1,No,20.0,4.0,3.0,3.0,5,2.0,3,5,4.0,0.0,0.0
37,No,Travel_Rarely,482.0,Research & Development,3,3.0,Other,689,3,Male,36.0,3.0,3.0,Manufacturing Director,3,Married,9434.0,9606.0,1,No,15.0,3.0,3.0,1.0,10,2.0,3,10,7.0,7.0,8.0
48,No,Travel_Rarely,969.0,Research & Development,2,2.0,Technical Degree,1258,4,Male,76.0,4.0,1.0,Laboratory Technician,2,Single,2559.0,16620.0,5,No,11.0,3.0,3.0,0.0,7,4.0,2,1,0.0,0.0,0.0
37,Yes,Travel_Rarely,1373.0,Research & Development,2,2.0,Other,4,4,Male,92.0,2.0,1.0,Laboratory Technician,3,Single,2090.0,2396.0,6,Yes,15.0,3.0,2.0,0.0,7,3.0,3,0,0.0,0.0,0.0
50,Yes,Travel_Rarely,410.0,Sales,28,3.0,Marketing,2055,4,Male,39.0,2.0,3.0,Sales Executive,1,Divorced,10854.0,16586.0,4,Yes,13.0,3.0,2.0,1.0,20,3.0,3,3,2.0,2.0,0.0
41,No,Travel_Frequently,840.0,Research & Development,9,3.0,Medical,999,1,Male,64.0,3.0,5.0,Research Director,3,Divorced,16679.875,3735.0,2,No,17.0,3.0,2.0,1.0,21,2.0,4,18,16.0,0.0,11.0
55,No,Travel_Rarely,452.0,Research & Development,7,3.0,Medical,374,4,Male,81.0,3.0,5.0,Manager,1,Single,16679.875,18938.0,0,Yes,14.0,3.0,3.0,0.0,10,2.0,3,5,10.0,4.0,13.0
31,Yes,Travel_Rarely,202.0,Research & Development,8,3.0,Life Sciences,1433,1,Female,34.0,2.0,1.0,Research Scientist,2,Single,1261.0,22262.0,1,No,12.0,3.0,3.0,0.0,1,3.0,4,1,0.0,0.0,0.0
40,No,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,1892,1,Male,98.0,3.0,4.0,Manager,1,Divorced,16679.875,18991.0,2,No,11.0,3.0,1.0,1.0,22,3.0,3,19,7.0,11.0,16.0
40,No,Travel_Rarely,1330.0,Research & Development,7,3.0,Technical Degree,2413,4,Female,82.0,3.0,3.0,Research Director,1,Married,13583.0,16294.0,1,No,12.0,3.0,2.0,1.0,14,3.0,3,14,12.0,5.0,11.0
26,No,Travel_Rarely,1443.0,Sales,23,3.0,Marketing,72,3,Female,47.0,2.0,2.0,Sales Executive,4,Married,4157.0,21436.0,7,Yes,19.0,3.0,3.0,1.0,5,2.0,2,2,2.0,0.0,0.0
28,Yes,Travel_Rarely,654.0,Research & Development,1,2.0,Life Sciences,741,1,Female,67.0,1.0,1.0,Research Scientist,2,Single,2216.0,3872.0,7,Yes,13.0,3.0,4.0,0.0,10,4.0,3,7,7.0,3.0,7.0
36,No,Travel_Frequently,1232.0,Sales,20,2.0,Medical,2144,3,Female,53.0,3.0,1.0,Sales Representative,4,Married,2972.0,21225.0,5,No,16.0,3.0,2.0,1.0,11,3.0,3,2,4.0,0.0,0.0
50,No,Travel_Rarely,1464.0,Research & Development,2,4.0,Medical,1061,2,Male,62.0,3.0,5.0,Research Director,3,Married,16679.875,12853.0,2,Yes,11.0,3.0,4.0,1.0,29,2.0,2,8,1.0,7.0,7.0
29,No,Travel_Frequently,1480.0,Research & Development,0,3.0,Life Sciences,2209,3,Female,81.0,3.0,2.0,Manufacturing Director,2,Divorced,6398.0,26765.0,1,No,23.0,4.0,1.0,1.0,7,6.0,1,4,5.0,1.0,4.0
46,Yes,Travel_Rarely,1254.0,Sales,10,3.0,Life Sciences,1869,3,Female,64.0,3.0,3.0,Sales Executive,2,Married,7314.0,14011.0,5,No,21.0,4.0,3.0,3.0,14,2.0,3,5,7.0,0.0,7.0
51,No,Travel_Rarely,313.0,Research & Development,3,3.0,Medical,258,3,Female,98.0,3.0,4.0,Healthcare Representative,2,Single,13734.0,7192.0,3,No,18.0,3.0,3.0,0.0,21,6.0,3,7,7.0,1.0,0.0
25,No,Travel_Rarely,1280.0,Research & Development,7,1.0,Medical,143,4,Male,64.0,2.0,1.0,Research Scientist,4,Married,2889.0,26897.0,1,No,11.0,3.0,3.0,2.0,2,2.0,3,2,2.0,2.0,1.0
27,No,Travel_Frequently,294.0,Research & Development,10,2.0,Life Sciences,733,4,Male,32.0,3.0,3.0,Manufacturing Director,1,Divorced,8793.0,4809.0,1,No,21.0,4.0,3.0,2.0,9,4.0,2,9,7.0,1.0,7.0
45,No,Travel_Rarely,1457.0,Research & Development,7,3.0,Medical,1195,1,Female,83.0,3.0,1.0,Research Scientist,3,Married,4477.0,20100.0,4,Yes,19.0,3.0,3.0,1.0,7,2.0,2,3,2.0,0.0,2.0
35,Yes,Travel_Rarely,303.0,Sales,27,3.0,Life Sciences,1797,3,Male,84.0,3.0,2.0,Sales Executive,4,Single,5813.0,13492.0,1,Yes,18.0,3.0,4.0,0.0,10,2.0,3,10,7.0,7.0,7.0
30,No,Travel_Rarely,831.0,Sales,3,1.0,Life Sciences,2502,2,Male,76.0,3.0,2.0,Sales Executive,4,Single,6580.0,8348.0,4,Yes,11.0,3.0,3.0,0.0,9,2.0,4,9,5.0,0.0,5.0
34,No,Travel_Rarely,419.0,Research & Development,7,4.0,Life Sciences,28,1,Female,53.0,3.0,3.0,Research Director,2,Single,11994.0,21293.0,0,No,11.0,3.0,3.0,0.0,13,4.0,3,12,6.0,2.0,11.0
51,No,Travel_Rarely,1178.0,Sales,14,2.0,Life Sciences,500,3,Female,87.0,3.0,2.0,Sales Executive,4,Married,4936.0,14862.0,4,No,11.0,3.0,3.0,1.0,18,2.0,2,7,7.0,0.0,7.0
48,No,Travel_Rarely,1355.0,Research & Development,4,4.0,Life Sciences,1024,3,Male,78.0,2.0,3.0,Healthcare Representative,3,Single,10999.0,22245.0,7,No,14.0,3.0,2.0,0.0,27,3.0,3,15,11.0,4.0,8.0
29,No,Travel_Rarely,1252.0,Research & Development,23,2.0,Life Sciences,824,3,Male,81.0,4.0,1.0,Research Scientist,3,Married,2700.0,23779.0,1,No,24.0,4.0,3.0,1.0,10,3.0,3,10,7.0,0.0,7.0
42,No,Travel_Rarely,810.0,Research & Development,7,5.0,Life Sciences,468,1,Male,44.0,3.0,4.0,Research Director,4,Single,15992.0,15901.0,2,No,14.0,3.0,2.0,0.0,16,2.0,3,1,0.0,0.0,0.0
29,Yes,Travel_Rarely,121.0,Sales,27,3.0,Marketing,283,2,Female,35.0,3.0,3.0,Sales Executive,4,Married,4967.0,24525.0,1,No,22.0,4.0,4.0,3.0,10,3.0,2,10,4.0,1.0,9.0
46,No,Travel_Frequently,638.0,Research & Development,1,3.0,Medical,124,3,Male,40.0,2.0,3.0,Healthcare Representative,1,Married,10673.0,3142.0,2,Yes,13.0,3.0,3.0,1.0,21,5.0,2,10,9.0,9.0,5.0
38,No,Travel_Rarely,770.0,Sales,10,4.0,Marketing,1119,3,Male,73.0,2.0,3.0,Sales Executive,3,Divorced,8740.0,5569.0,0,Yes,14.0,3.0,2.0,2.0,10,2.0,3,8,7.0,2.0,7.0
27,No,Travel_Rarely,1054.0,Research & Development,8,3.0,Medical,1751,3,Female,67.0,3.0,1.0,Research Scientist,4,Single,3445.0,6152.0,1,No,11.0,3.0,3.0,0.0,6,5.0,2,6,2.0,1.0,4.0
28,Yes,Travel_Rarely,1003.0,Research & Development,4,3.0,Technical Degree,2650,4,Female,87.0,3.0,1.0,Research Scientist,1,Single,2657.0,8556.0,5,Yes,14.0,3.0,3.0,0.0,7,5.0,3,8,2.0,0.0,4.0
45,No,Travel_Rarely,951.0,Sales,5,2.0,Technical Degree,2485,3,Male,45.0,1.0,2.0,Sales Representative,3,Single,4967.0,12388.0,0,No,13.0,3.0,1.0,0.0,12,3.0,3,8,7.0,3.0,1.0
38,No,Travel_Rarely,1014.0,Research & Development,3,4.0,Life Sciences,2079,2,Male,83.0,1.0,2.0,Research Scientist,4,Single,4967.0,19365.0,1,No,13.0,3.0,2.0,0.0,19,3.0,3,18,11.0,11.0,8.0
42,No,Travel_Rarely,1128.0,Research & Development,13,3.0,Medical,1803,2,Male,95.0,4.0,2.0,Healthcare Representative,1,Married,5538.0,5696.0,5,No,18.0,3.0,3.0,2.0,10,2.0,2,0,0.0,0.0,0.0
41,No,Non-Travel,267.0,Sales,10,2.0,Life Sciences,599,4,Male,56.0,3.0,2.0,Sales Executive,4,Single,6230.0,13430.0,7,No,14.0,3.0,4.0,0.0,16,3.0,3,14,3.0,1.0,10.0
30,No,Travel_Rarely,529.0,Research & Development,3,3.0,Technical Degree,2430,4,Male,76.0,3.0,1.0,Research Scientist,1,Single,2438.0,11286.0,1,No,15.0,3.0,4.0,0.0,1,4.0,3,3,2.0,1.0,2.0
55,No,Travel_Rarely,685.0,Sales,26,5.0,Marketing,1578,3,Male,60.0,2.0,5.0,Manager,4,Married,16679.875,23037.0,1,No,21.0,4.0,3.0,1.0,36,3.0,3,36,6.0,2.0,13.0
34,No,Travel_Rarely,304.0,Sales,2,3.0,Other,786,4,Male,60.0,3.0,2.0,Sales Executive,4,Single,6274.0,18686.0,1,No,22.0,4.0,3.0,0.0,6,5.0,3,6,5.0,1.0,4.0
42,No,Travel_Rarely,783.0,Research & Development,8,4.0,Other,2197,2,Male,48.0,2.0,4.0,Research Director,4,Divorced,16629.0,2672.0,4,Yes,15.0,3.0,3.0,1.0,20,3.0,2,3,0.0,0.0,0.0
32,No,Travel_Rarely,604.0,Sales,8,3.0,Medical,1304,3,Male,56.0,4.0,2.0,Sales Executive,4,Married,6209.0,11693.0,1,No,15.0,3.0,3.0,2.0,10,4.0,4,10,7.0,0.0,8.0
34,No,Travel_Frequently,200.0,Research & Development,17,2.0,Life Sciences,2280,3,Male,58.0,3.0,3.0,Manufacturing Director,4,Single,9365.0,19942.0,2,No,11.0,3.0,3.0,0.0,9,2.0,3,0,2.0,2.0,2.0
32,No,Travel_Rarely,469.0,Research & Development,7,4.0,Life Sciences,2713,4,Male,84.0,2.0,2.0,Manufacturing Director,1,Married,5954.0,23689.0,6,No,13.0,3.0,2.0,1.0,10,3.0,3,13,9.0,5.0,9.0
